4C-2E-65-CE-16-9F
0.00046,0.0
0.20125,-0.5
0.40203,-1.5
0.60289,-1.0
0.80379,-1.0
1.00467,-1.1
1.20541,-0.10000000000000009
1.40599,-0.10000000000000009
1.60664,0.1499999999999999
1.80732,0.3999999999999999
2.00796,0.1499999999999999
2.20863,1.15
2.40927,1.15
2.60993,1.15
2.81061,1.15
3.01128,0.1499999999999999
3.21197,-0.10000000000000009
3.41264,-0.10000000000000009
3.61351,-0.2000000000000001
3.81417,-0.3000000000000001
4.01493,-1.3
4.21567,-1.3
4.41629,-1.25
4.61683,-1.15
4.81730,-1.0499999999999998
5.01777,-0.5499999999999998
5.21857,-0.04999999999999982
5.41944,-0.04999999999999982
5.62030,-0.04999999999999982
5.82117,0.4500000000000002
6.02202,0.5000000000000002
6.22288,0.5500000000000003
6.42370,0.8000000000000003
6.62430,0.9000000000000002
6.82494,1.9000000000000004
7.02565,0.9000000000000004
7.22625,1.9000000000000004
7.42686,2.0000000000000004
7.62753,1.9000000000000004
7.82820,1.9000000000000004
8.02887,2.1500000000000004
8.22956,2.1500000000000004
8.43022,1.1500000000000004
8.63085,1.2500000000000004
8.83151,1.0000000000000004
9.03217,2.0000000000000004
9.23283,2.0000000000000004
9.43357,2.1000000000000005
9.63442,1.1000000000000005
9.83510,1.2000000000000006
4A-35-EF-81-B0-25
0.00018,0.0
0.20076,-1.0
0.40136,-1.0
0.60192,-1.0
0.80242,-1.1
1.00290,-1.1
1.20339,-0.8500000000000001
1.40398,-1.1
1.60462,-1.2000000000000002
1.80524,-0.9500000000000002
2.00588,-0.9500000000000002
2.20655,-0.9500000000000002
2.40723,-0.4500000000000002
2.60795,-0.7000000000000002
2.80872,-0.7000000000000002
3.00950,-0.7000000000000002
3.21029,-0.6500000000000001
3.41114,-0.7500000000000001
3.61193,-0.5000000000000001
3.81275,-0.5000000000000001
4.01349,-1.5
4.21427,-1.0
4.41479,-1.5
4.61526,-1.25
4.81573,-2.25
5.01620,-2.25
5.21700,-1.25
5.41788,-1.5
5.61864,-1.0
5.81925,0.0
6.01986,0.0
6.22047,0.05
6.42109,-0.2
6.62181,-0.2
6.82251,-0.30000000000000004
7.02319,0.7
7.22389,0.7
7.42466,-0.30000000000000004
7.62535,-0.30000000000000004
7.82612,-0.25000000000000006
8.02689,-0.20000000000000007
8.22766,-1.2000000000000002
8.42847,-0.20000000000000018
8.62932,-0.7000000000000002
8.83008,-0.6000000000000002
9.03089,-1.1
9.23178,-1.2000000000000002
9.43231,-1.2000000000000002
9.63281,-0.9500000000000002
9.83329,-0.9500000000000002
EE-6F-9B-DD-41-01
0.00014,0.0
0.20101,0.0
0.40255,0.0
0.60405,-0.5
0.80578,-0.6
1.00767,-1.6
1.20951,-2.1
1.41143,-2.1
1.61325,-2.1
1.81454,-2.1
2.01584,-2.35
2.21710,-3.35
2.41834,-3.3000000000000003
2.61977,-3.8000000000000003
2.82110,-3.7500000000000004
3.02169,-3.5000000000000004
3.22268,-2.5000000000000004
3.42333,-2.0000000000000004
3.62414,-2.5000000000000004
3.82465,-2.5000000000000004
4.02515,-2.4500000000000006
4.22563,-3.4500000000000006
4.42624,-2.4500000000000006
4.62672,-2.400000000000001
4.82730,-2.400000000000001
5.02800,-2.400000000000001
5.22853,-2.400000000000001
5.42930,-3.400000000000001
5.62988,-4.4
5.83055,-4.65
6.03107,-5.65
6.23155,-5.65
6.43203,-4.65
6.63285,-4.550000000000001
6.83356,-4.550000000000001
7.03424,-4.550000000000001
7.23502,-5.050000000000001
7.43576,-5.000000000000001
7.63650,-4.950000000000001
7.83700,-4.900000000000001
8.03747,-5.400000000000001
8.23818,-5.150000000000001
8.43951,-6.150000000000001
8.64016,-6.250000000000001
8.84064,-6.200000000000001
9.04112,-6.200000000000001
9.24172,-5.700000000000001
9.44258,-5.450000000000001
9.64343,-5.700000000000001
9.84424,-4.700000000000001
1A-BA-86-D4-12-90
0.00020,0.0
0.20082,0.0
0.40147,1.0
0.60197,2.0
0.80245,1.9
1.00292,1.9
1.20340,2.9
1.40406,3.4
1.60460,3.5
1.80516,3.75
2.00565,3.85
2.20612,3.85
2.40662,3.95
2.60712,3.95
2.80800,4.0
3.00854,3.0
3.20903,3.0
3.40950,3.0
3.60997,3.0
3.81076,3.0
4.01126,2.0
4.21174,2.25
4.41222,2.25
4.61295,1.75
4.81370,2.25
5.01458,2.3
5.21536,1.7999999999999998
5.41620,0.7999999999999998
5.61681,1.2999999999999998
5.81732,1.0499999999999998
6.01782,0.7999999999999998
6.21829,1.7999999999999998
6.41912,1.6999999999999997
6.61999,1.7499999999999998
6.82114,1.9999999999999998
7.02171,3.0
7.22219,4.0
7.42267,5.0
7.62315,4.0
7.82376,5.0
8.02441,5.0
8.22490,5.0
8.42537,5.05
8.62606,5.1499999999999995
8.82693,4.1499999999999995
9.02761,4.3999999999999995
9.22825,4.449999999999999
9.42893,4.549999999999999
9.62961,4.549999999999999
9.83026,4.549999999999999
